src_ip,dst_ip,src_port,dst_port,protocol,tos,packets,bytes,flows,start_time,end_time
192.168.1.114,10.0.0.169,53883,123,TCP,0,403,93496,2,1719838485,1719838490.1062
192.168.1.195,10.0.0.149,33267,53,UDP,16,915,189405,3,1719838910,1719838918.6274
192.168.1.150,198.51.100.1,3464,123,ICMP,16,185,167240,3,1719838706,1719838706.279
192.168.1.122,10.0.0.88,48734,123,TCP,64,147,146559,2,1719837611,1719837619.9114
192.168.1.252,198.51.100.14,45837,123,TCP,16,747,138195,1,1719842147,1719842151.219
192.168.1.177,10.0.0.29,64863,123,TCP,32,235,38305,3,1719841233,1719841242.146
192.168.1.56,10.0.0.148,31675,51347,TCP,64,37,15577,2,1719836626,1719836634.4981
192.168.1.51,10.0.0.221,12868,42320,TCP,32,388,301864,2,1719841286,1719841289.3446
192.168.1.134,192.168.1.182,27777,443,TCP,16,792,696168,2,1719841043,1719841051.1231
192.168.1.227,10.0.0.208,34525,80,TCP,64,586,453564,3,1719836517,1719836520.0043
192.168.1.227,192.168.1.235,25832,53,TCP,64,557,421092,3,1719838320,1719838327.5794
192.168.1.65,10.0.0.30,62917,123,TCP,32,911,469165,3,1719838717,1719838717.3735
192.168.1.83,10.0.0.31,25379,123,TCP,32,603,318987,1,1719838299,1719838299.1775
192.168.1.104,10.0.0.3,7375,443,TCP,0,252,55440,1,1719840417,1719840418.5861
192.168.1.101,10.0.0.148,21733,53,TCP,0,871,596635,2,1719836825,1719836826.105
192.168.1.139,192.168.1.16,51004,53,TCP,64,897,169533,3,1719840727,1719840730.6781
192.168.1.5,10.0.0.98,64520,44455,UDP,0,968,124872,3,1719839414,1719839417.4597
192.168.1.126,198.51.100.44,44134,5115,TCP,16,84,34440,3,1719838244,1719838251.0629
192.168.1.59,10.0.0.33,63980,48903,UDP,16,42,30450,2,1719842038,1719842047.1761
192.168.1.226,192.168.1.137,18594,53,TCP,16,14,10738,2,1719838510,1719838512.0905
192.168.1.158,10.0.0.233,10237,17502,TCP,64,115,81305,3,1719840620,1719840627.7361
192.168.1.8,10.0.0.53,19632,80,TCP,0,606,422988,1,1719840920,1719840925.2163
192.168.1.79,10.0.0.55,54709,80,TCP,32,706,70600,2,1719835258,1719835267.4301
192.168.1.67,10.0.0.201,27254,21751,TCP,64,620,72540,1,1719838307,1719838309.2701
192.168.1.131,10.0.0.72,45105,53,UDP,64,69,35535,1,1719837934,1719837936.6034
192.168.1.180,10.0.0.48,29791,20927,TCP,16,944,737264,2,1719839691,1719839692.6933
192.168.1.43,192.168.1.155,54318,80,UDP,64,523,146963,3,1719837869,1719837872.0898
192.168.1.253,192.168.1.233,63273,80,TCP,32,316,53720,2,1719838408,1719838411.7165
192.168.1.102,10.0.0.182,27127,123,ICMP,64,744,49848,3,1719841444,1719841452.0839
192.168.1.57,192.168.1.126,23100,53,UDP,32,88,30624,2,1719837841,1719837846.3078
192.168.1.191,10.0.0.88,57950,80,TCP,64,428,145948,3,1719835331,1719835331.6496
192.168.1.194,10.0.0.209,8080,80,TCP,16,221,38675,2,1719836686,1719836693.3096
192.168.1.51,192.168.1.125,50876,36665,UDP,32,665,136990,1,1719839710,1719839719.7732
192.168.1.189,10.0.0.76,1945,123,ICMP,32,996,869508,1,1719835585,1719835586.7128
192.168.1.174,10.0.0.155,2182,80,UDP,64,709,439580,2,1719842376,1719842382.9509
192.168.1.115,10.0.0.63,21932,19013,TCP,16,977,737635,1,1719841873,1719841879.7417
192.168.1.133,192.168.1.88,3993,54694,ICMP,32,733,399485,3,1719841705,1719841706.1267
192.168.1.142,198.51.100.24,60783,53,ICMP,32,284,179204,1,1719841559,1719841565.0803
192.168.1.60,10.0.0.155,22369,6058,TCP,16,678,166110,2,1719837870,1719837874.905
192.168.1.112,10.0.0.22,47535,80,TCP,16,226,64184,2,1719839919,1719839924.6016
192.168.1.231,198.51.100.22,16369,443,TCP,16,171,65835,1,1719839482,1719839487.8876
192.168.1.237,192.168.1.134,31875,443,TCP,64,348,227244,3,1719835736,1719835738.4397
192.168.1.140,8.8.8.2,58779,52263,UDP,16,163,121109,3,1719840789,1719840798.7483
192.168.1.245,10.0.0.228,39863,123,UDP,0,540,493560,2,1719838666,1719838667.5975
192.168.1.122,10.0.0.195,22994,123,TCP,64,247,104234,1,1719841046,1719841048.8542
192.168.1.75,10.0.0.230,39749,53,TCP,0,513,58995,3,1719840683,1719840692.4718
192.168.1.4,10.0.0.50,54423,80,TCP,32,647,67288,3,1719837217,1719837224.9385
192.168.1.150,10.0.0.102,47280,8157,TCP,0,911,468254,2,1719838579,1719838584.3859
192.168.1.103,10.0.0.222,36101,123,UDP,64,629,571761,3,1719840020,1719840026.6126
192.168.1.236,10.0.0.172,30299,53,TCP,64,539,489951,2,1719837868,1719837876.535
192.168.1.61,10.0.0.71,47056,443,TCP,16,924,148764,1,1719841502,1719841509.1617
192.168.1.51,10.0.0.233,34999,53,TCP,0,18,4302,2,1719835777,1719835777.3784
192.168.1.189,198.51.100.43,51577,443,TCP,32,552,505632,3,1719836356,1719836363.0179
192.168.1.44,198.51.100.4,61604,80,TCP,64,221,49725,2,1719841631,1719841634.2114
192.168.1.83,10.0.0.190,12686,443,TCP,64,615,513525,2,1719836779,1719836779.5221
192.168.1.22,192.168.1.191,10515,34313,TCP,0,1000,319000,3,1719840530,1719840539.3358
192.168.1.226,10.0.0.83,33424,123,TCP,0,397,126246,1,1719841102,1719841103.408
192.168.1.4,10.0.0.116,50201,443,TCP,64,812,338604,3,1719836834,1719836837.5544
192.168.1.166,10.0.0.10,40822,123,UDP,0,547,279517,1,1719838796,1719838797.8076
192.168.1.22,10.0.0.165,28589,443,UDP,32,824,637776,1,1719835373,1719835373.6291
192.168.1.243,192.168.1.19,36684,80,TCP,0,484,300564,2,1719840954,1719840961.7761
192.168.1.98,10.0.0.93,1115,53,UDP,0,111,78477,2,1719837530,1719837536.8973
192.168.1.70,192.168.1.155,40551,53,TCP,0,314,192168,2,1719840097,1719840098.7608
192.168.1.234,192.168.1.230,58347,443,TCP,32,968,663080,1,1719838271,1719838277.2152
192.168.1.56,10.0.0.135,61900,80,TCP,16,773,700338,3,1719837556,1719837562.3339
192.168.1.204,10.0.0.43,60853,80,TCP,64,93,14694,1,1719837583,1719837590.4977
192.168.1.165,10.0.0.40,5445,53,UDP,64,284,162164,3,1719836588,1719836591.4472
192.168.1.131,8.8.8.4,18014,123,UDP,32,11,4136,1,1719836067,1719836070.5631
192.168.1.47,192.168.1.25,1803,32174,ICMP,32,484,439472,1,1719839711,1719839717.5341
192.168.1.20,10.0.0.210,48816,40535,UDP,16,19,15941,1,1719837243,1719837244.2263
192.168.1.86,10.0.0.140,42922,53,TCP,64,919,782069,1,1719835915,1719835922.036
192.168.1.139,10.0.0.126,24908,43105,TCP,32,867,341598,2,1719840184,1719840188.3337
192.168.1.142,10.0.0.126,35106,443,TCP,32,868,663152,2,1719838796,1719838797.3701
192.168.1.242,10.0.0.222,43305,65239,TCP,0,519,289083,3,1719840964,1719840969.9355
192.168.1.184,198.51.100.30,35032,43183,UDP,64,260,244660,3,1719841908,1719841911.637
192.168.1.154,198.51.100.16,64123,53,TCP,32,781,350669,3,1719836007,1719836007.1357
192.168.1.73,198.51.100.39,28462,123,TCP,0,58,28014,2,1719836524,1719836527.2284
192.168.1.144,10.0.0.47,52980,443,TCP,32,393,161523,3,1719839062,1719839067.0216
192.168.1.93,192.168.1.33,22458,17534,UDP,32,384,86400,3,1719837460,1719837464.405
192.168.1.219,10.0.0.87,55766,80,TCP,32,197,73481,1,1719842156,1719842165.0734
192.168.1.4,192.168.1.33,9003,123,TCP,32,306,115668,2,1719841082,1719841085.3139
192.168.1.120,192.168.1.178,39001,53,TCP,16,72,56808,3,1719839229,1719839236.2429
192.168.1.150,10.0.0.208,6077,64358,TCP,32,541,177448,1,1719837745,1719837747.1711
192.168.1.148,10.0.0.179,63556,53,TCP,16,103,99704,3,1719835760,1719835763.5848
192.168.1.104,192.168.1.28,50905,123,TCP,16,8,4336,3,1719837297,1719837304.0722
192.168.1.18,192.168.1.46,17373,443,TCP,16,410,381300,2,1719841024,1719841026.9039
192.168.1.27,10.0.0.68,19263,443,TCP,32,767,240071,1,1719841019,1719841019.893
192.168.1.248,10.0.0.64,12749,53,TCP,16,85,5950,2,1719839580,1719839587.3274
192.168.1.49,8.8.8.1,18250,80,UDP,0,95,24035,1,1719838107,1719838108.6473
192.168.1.22,192.168.1.81,30710,80,TCP,64,656,189584,2,1719838662,1719838669.1416
192.168.1.249,10.0.0.5,46946,123,UDP,64,809,356769,2,1719838253,1719838261.6936
192.168.1.199,10.0.0.214,57617,80,UDP,0,98,34300,2,1719839964,1719839971.6331
198.51.100.9,192.168.1.10,61350,80,TCP,64,68049,3470499,1,1719837570,1719837571.9376
192.168.1.240,10.0.0.252,43203,80,UDP,64,306,105876,1,1719841728,1719841735.8477
192.168.1.233,198.51.100.31,40449,80,UDP,32,177,59295,3,1719838381,1719838381.294
192.168.1.60,10.0.0.211,33029,123,TCP,64,497,242536,3,1719838965,1719838974.4233
192.168.1.242,192.168.1.141,1132,123,ICMP,0,87,23838,1,1719836839,1719836845.8555
192.168.1.223,192.168.1.33,12940,80,ICMP,64,811,283039,2,1719841877,1719841880.1857
192.168.1.179,10.0.0.73,30137,9005,TCP,0,38,18810,1,1719837572,1719837578.3842
192.168.1.192,10.0.0.153,25874,34936,TCP,64,543,85251,3,1719840032,1719840037.5297
192.168.1.177,10.0.0.13,48515,80,TCP,64,383,132518,1,1719839442,1719839443.472
192.168.1.106,10.0.0.60,16540,53,TCP,64,395,312840,1,1719836643,1719836647.6502
192.168.1.68,10.0.0.60,62483,53,TCP,32,453,303510,3,1719837621,1719837621.1262
192.168.1.157,192.168.1.219,51905,123,TCP,64,374,111826,3,1719840874,1719840881.3609
192.168.1.22,10.0.0.214,5054,80,TCP,0,906,716646,1,1719838465,1719838465.5549
192.168.1.123,10.0.0.184,32227,443,TCP,0,277,215229,3,1719841641,1719841650.6503
192.168.1.160,10.0.0.32,49868,443,UDP,16,874,497306,1,1719841592,1719841596.9406
192.168.1.11,10.0.0.231,19980,123,TCP,32,145,132530,1,1719836577,1719836577.8025
192.168.1.10,192.168.1.91,17363,443,TCP,64,744,617520,2,1719835941,1719835948.511
192.168.1.56,10.0.0.245,30033,53,UDP,64,78,55692,1,1719835427,1719835435.2874
192.168.1.244,10.0.0.107,36522,443,TCP,64,233,124888,1,1719838799,1719838802.7316
192.168.1.176,10.0.0.202,2209,80,TCP,16,743,653840,3,1719839096,1719839103.5391
192.168.1.179,10.0.0.6,46296,443,UDP,0,800,697600,3,1719836951,1719836960.7185
192.168.1.75,10.0.0.116,61968,48672,TCP,0,46,27876,1,1719839519,1719839523.4763
192.168.1.185,10.0.0.99,39471,443,TCP,16,419,137432,1,1719837496,1719837501.1546
192.168.1.67,10.0.0.94,32797,53,TCP,32,117,65286,3,1719836644,1719836644.3138
192.168.1.52,10.0.0.3,30107,443,UDP,0,429,76362,2,1719838471,1719838473.6019
192.168.1.6,192.168.1.167,36994,53,TCP,0,130,91650,1,1719836341,1719836342.5431
192.168.1.138,10.0.0.171,40588,80,UDP,64,333,332667,2,1719838477,1719838480.814
192.168.1.53,10.0.0.45,27563,123,TCP,64,210,126630,2,1719836131,1719836138.6484
192.168.1.91,10.0.0.82,12403,53,TCP,32,404,326432,3,1719842268,1719842270.9931
192.168.1.244,192.168.1.31,61034,80,UDP,16,327,149112,3,1719839511,1719839515.0401
192.168.1.205,10.0.0.50,9508,10761,TCP,64,53,19663,1,1719840873,1719840879.0647
192.168.1.114,10.0.0.245,28641,53,TCP,32,659,400013,2,1719836740,1719836743.4916
192.168.1.20,192.168.1.98,64660,53,ICMP,32,657,235206,1,1719836504,1719836510.4581
192.168.1.226,10.0.0.132,32556,443,ICMP,16,631,294677,1,1719837798,1719837800.2089
192.168.1.155,10.0.0.125,12432,80,TCP,32,216,31104,3,1719839319,1719839328.5557
192.168.1.124,10.0.0.57,63093,80,TCP,0,529,217948,1,1719836722,1719836726.3799
192.168.1.60,198.51.100.25,57648,123,UDP,32,511,509467,3,1719836162,1719836171.9254
192.168.1.158,10.0.0.82,22343,53,TCP,16,659,198359,2,1719841256,1719841261.8509
192.168.1.239,10.0.0.172,54262,53,TCP,16,370,359640,2,1719836729,1719836731.5958
192.168.1.206,10.0.0.108,8990,26454,UDP,16,322,316848,1,1719837444,1719837452.5152
192.168.1.238,8.8.8.8,62190,80,UDP,16,567,140616,1,1719840549,1719840555.8917
192.168.1.48,10.0.0.177,48972,443,TCP,64,47,3478,2,1719840035,1719840039.523
192.168.1.124,192.168.1.155,4909,123,TCP,64,296,142968,1,1719839291,1719839298.5839
192.168.1.86,10.0.0.223,6940,80,TCP,16,998,742512,2,1719836287,1719836296.2843
192.168.1.154,10.0.0.230,49559,443,TCP,16,969,249033,1,1719841809,1719841810.2474
192.168.1.243,10.0.0.170,32033,80,UDP,16,288,171936,3,1719837987,1719837994.7645
192.168.1.176,192.168.1.81,56968,46969,UDP,0,306,231030,2,1719841211,1719841215.368
192.168.1.241,10.0.0.181,25284,38086,TCP,16,658,536270,3,1719839080,1719839085.5885
192.168.1.95,8.8.8.8,57907,59390,TCP,32,266,104804,3,1719841803,1719841808.2714
192.168.1.27,192.168.1.190,20609,46761,TCP,0,102,94452,3,1719840900,1719840902.1578
192.168.1.170,10.0.0.11,6526,443,TCP,16,411,410589,3,1719839875,1719839883.5198
192.168.1.73,198.51.100.46,16642,80,TCP,0,761,179596,1,1719836565,1719836572.5329
192.168.1.167,192.168.1.248,9157,23080,ICMP,0,916,681504,2,1719839246,1719839250.8445
192.168.1.59,198.51.100.1,16669,80,UDP,64,909,351783,1,1719840195,1719840204.0275
192.168.1.59,192.168.1.40,51719,80,TCP,16,259,51541,1,1719840914,1719840919.7196
192.168.1.227,192.168.1.143,18090,3685,TCP,64,714,242046,2,1719838084,1719838085.6084
192.168.1.97,192.168.1.213,50504,123,TCP,16,819,597870,2,1719838799,1719838804.2962
192.168.1.186,192.168.1.103,17335,80,TCP,32,474,141726,3,1719837227,1719837236.8538
192.168.1.34,10.0.0.141,40865,43463,TCP,64,167,140447,1,1719839509,1719839518.8246
192.168.1.186,10.0.0.41,16998,53,TCP,64,145,56550,3,1719841751,1719841758.1577
192.168.1.74,10.0.0.98,8900,443,TCP,32,599,391746,2,1719841276,1719841282.0572
192.168.1.32,198.51.100.16,41815,53,TCP,64,597,497898,3,1719841359,1719841360.1859
192.168.1.71,10.0.0.148,63741,443,TCP,32,900,843300,3,1719837295,1719837299.1445
192.168.1.109,10.0.0.72,8328,80,TCP,64,369,55719,2,1719841755,1719841758.9259
192.168.1.133,10.0.0.41,28466,443,TCP,16,376,215824,2,1719841066,1719841072.4286
192.168.1.44,10.0.0.77,30905,80,UDP,32,706,559858,1,1719839640,1719839649.1978
192.168.1.215,192.168.1.134,24421,123,TCP,0,426,406404,2,1719837870,1719837877.2115
192.168.1.87,10.0.0.86,33082,64329,UDP,32,9,2601,2,1719841801,1719841809.637
192.168.1.11,10.0.0.128,29201,53,TCP,0,622,246312,1,1719839523,1719839528.797
192.168.1.120,198.51.100.14,52824,53,UDP,32,38,24396,1,1719837226,1719837227.6669
192.168.1.27,10.0.0.111,37695,53,TCP,0,378,252882,3,1719838882,1719838882.7262
192.168.1.121,10.0.0.198,45676,443,TCP,32,887,716696,1,1719842339,1719842339.624
192.168.1.144,192.168.1.43,20344,80,ICMP,16,709,533168,3,1719841433,1719841435.2135
192.168.1.100,10.0.0.208,15399,80,TCP,0,236,29972,1,1719837362,1719837370.8539
192.168.1.135,10.0.0.173,30435,53,TCP,0,681,197490,3,1719839480,1719839488.2521
192.168.1.145,10.0.0.27,12685,51994,TCP,32,518,175602,2,1719836992,1719836996.4537
192.168.1.221,8.8.8.7,23806,44142,UDP,0,698,168218,1,1719839792,1719839795.8903
192.168.1.192,192.168.1.183,46459,53,TCP,32,470,34310,1,1719836063,1719836067.9336
192.168.1.98,198.51.100.47,45764,29335,ICMP,0,651,403620,3,1719838837,1719838841.6404
192.168.1.190,192.168.1.3,2032,20229,UDP,64,218,108564,1,1719836513,1719836516.5672
192.168.1.20,10.0.0.148,25606,29278,TCP,64,780,79560,1,1719835927,1719835930.2025
192.168.1.111,198.51.100.46,39399,123,TCP,16,28,7812,1,1719839488,1719839495.76
192.168.1.138,10.0.0.31,17456,443,TCP,32,2,1780,3,1719842060,1719842069.1388
192.168.1.191,10.0.0.68,13629,80,UDP,16,61,20984,2,1719837134,1719837137.2375
192.168.1.41,192.168.1.36,7604,123,TCP,32,32,17984,3,1719839703,1719839703.5391
192.168.1.189,10.0.0.227,5819,80,UDP,0,475,110200,3,1719842026,1719842031.4009
192.168.1.172,10.0.0.27,3598,53335,UDP,0,483,255507,2,1719841716,1719841717.4682
192.168.1.190,192.168.1.63,28218,53,UDP,32,638,109736,3,1719836820,1719836822.6782
192.168.1.111,198.51.100.43,47565,9261,TCP,16,109,67471,1,1719839540,1719839546.0172
192.168.1.249,10.0.0.103,63616,53,TCP,64,811,314668,2,1719839845,1719839847.8842
192.168.1.10,10.0.0.217,61947,4979,UDP,16,310,303490,3,1719839533,1719839533.3706
192.168.1.243,10.0.0.246,63469,80,TCP,16,576,46080,2,1719841222,1719841223.9348
192.168.1.226,198.51.100.30,52016,123,TCP,32,315,88515,1,1719835963,1719835965.2576
192.168.1.99,10.0.0.239,54072,53,TCP,16,284,80656,3,1719841948,1719841954.7051
192.168.1.153,10.0.0.92,55845,23730,TCP,64,676,487396,2,1719835876,1719835877.3575
192.168.1.194,192.168.1.45,14004,443,TCP,32,666,137196,3,1719842209,1719842214.2177
192.168.1.45,10.0.0.49,13007,56241,TCP,0,561,129030,3,1719840050,1719840056.0418
192.168.1.151,192.168.1.59,62546,123,TCP,16,742,362096,3,1719838488,1719838497.8531
192.168.1.33,10.0.0.94,2488,80,UDP,32,369,31365,3,1719838843,1719838845.6338
192.168.1.62,192.168.1.219,26228,26068,UDP,64,961,774566,1,1719839506,1719839513.3604
192.168.1.45,10.0.0.24,8498,80,TCP,32,584,95192,1,1719839119,1719839121.2093
192.168.1.93,10.0.0.97,50838,123,TCP,16,820,567440,1,1719840904,1719840910.4272
192.168.1.189,192.168.1.146,52423,80,UDP,16,27,9126,3,1719842026,1719842027.7761
192.168.1.62,10.0.0.159,26843,80,TCP,16,540,456840,2,1719839044,1719839045.4217
192.168.1.197,10.0.0.192,43035,80,TCP,16,122,37088,2,1719837155,1719837158.4228
192.168.1.196,10.0.0.43,59274,443,TCP,16,224,217280,1,1719837940,1719837945.6925
192.168.1.33,10.0.0.137,35566,123,UDP,32,237,95985,2,1719842194,1719842198.1163
192.168.1.217,192.168.1.89,59801,53,UDP,0,386,89552,3,1719839900,1719839903.5039
192.168.1.56,10.0.0.76,57155,80,TCP,64,419,111873,2,1719837496,1719837497.6954
192.168.1.192,192.168.1.35,3171,53,TCP,64,993,577926,3,1719840626,1719840632.2216
192.168.1.161,10.0.0.119,37022,443,TCP,0,896,152320,2,1719839708,1719839713.0706
192.168.1.170,192.168.1.27,53844,443,TCP,0,646,299744,3,1719841673,1719841681.8752
192.168.1.76,10.0.0.79,47233,80,UDP,32,777,224553,3,1719841096,1719841098.1385
192.168.1.75,192.168.1.181,18542,53,UDP,0,371,37471,3,1719837954,1719837955.9057
192.168.1.137,192.168.1.224,38350,48251,TCP,64,281,226767,2,1719838953,1719838954.2109
192.168.1.53,192.168.1.187,5657,80,TCP,32,189,49707,3,1719839037,1719839040.8793
192.168.1.42,10.0.0.197,51395,80,UDP,64,725,521275,2,1719840740,1719840741.3345
192.168.1.58,192.168.1.199,62718,123,UDP,64,210,103740,3,1719836149,1719836157.1314
192.168.1.173,192.168.1.89,52681,443,UDP,16,594,105732,2,1719839607,1719839609.8411
192.168.1.220,10.0.0.124,21633,443,UDP,64,762,99822,3,1719838148,1719838152.0453
192.168.1.181,10.0.0.90,60830,53,TCP,64,431,55599,3,1719838381,1719838385.9393
192.168.1.72,10.0.0.95,15944,123,TCP,64,813,538206,2,1719840403,1719840406.2465
192.168.1.46,192.168.1.18,51740,123,TCP,32,705,482925,2,1719837448,1719837454.9271
192.168.1.186,10.0.0.5,14046,41664,TCP,0,363,168069,2,1719835967,1719835969.271
192.168.1.180,10.0.0.31,23641,443,TCP,0,687,249381,2,1719835705,1719835712.3819
192.168.1.86,10.0.0.89,15285,443,TCP,16,647,452253,2,1719839126,1719839132.8514
192.168.1.25,192.168.1.79,8243,64807,TCP,16,163,59984,3,1719839561,1719839563.6955
192.168.1.238,198.51.100.14,15112,123,TCP,64,595,331415,3,1719841673,1719841678.3432
192.168.1.53,10.0.0.75,51225,123,UDP,16,92,62744,3,1719839070,1719839074.8086
192.168.1.237,198.51.100.18,1694,53,UDP,16,833,458983,1,1719841113,1719841113.7656
192.168.1.125,10.0.0.20,30540,123,TCP,0,386,340452,3,1719837352,1719837361.6704
192.168.1.200,10.0.0.251,45743,12215,TCP,16,956,592720,3,1719835538,1719835547.1682
192.168.1.238,10.0.0.228,36449,60009,TCP,32,871,859677,1,1719837687,1719837696.9102
192.168.1.154,10.0.0.120,45836,80,UDP,32,306,193698,1,1719840103,1719840108.3953
192.168.1.190,8.8.8.2,28271,45236,TCP,16,509,194438,3,1719838902,1719838909.7685
192.168.1.132,10.0.0.186,18965,443,ICMP,64,441,388962,3,1719841983,1719841989.2276
192.168.1.127,192.168.1.3,60579,123,TCP,16,673,173634,3,1719842096,1719842098.1203
192.168.1.155,10.0.0.179,53513,123,TCP,16,249,158613,1,1719840558,1719840563.2955
192.168.1.140,10.0.0.140,19442,443,UDP,32,881,595556,1,1719836338,1719836341.4796
192.168.1.21,198.51.100.48,52596,443,TCP,0,488,376248,2,1719839927,1719839928.2848
192.168.1.67,10.0.0.125,10698,80,TCP,0,454,416772,3,1719841876,1719841882.5073
192.168.1.146,10.0.0.228,44624,80,UDP,32,396,182160,2,1719841779,1719841780.9202
192.168.1.155,198.51.100.26,4781,53,UDP,16,220,31020,3,1719837562,1719837563.1174
192.168.1.54,192.168.1.49,40505,443,TCP,0,528,182688,1,1719836468,1719836469.8004
192.168.1.192,8.8.8.1,12946,123,TCP,32,141,97149,3,1719836538,1719836547.3559
192.168.1.221,10.0.0.211,25221,123,ICMP,16,125,61500,3,1719841876,1719841876.403
192.168.1.112,10.0.0.195,8162,80,TCP,0,300,243600,2,1719838158,1719838159.5313
192.168.1.232,192.168.1.30,30361,80,TCP,64,428,285904,1,1719836669,1719836677.4507
192.168.1.201,10.0.0.100,42766,53,UDP,16,552,129720,1,1719835922,1719835924.3904
192.168.1.108,10.0.0.146,45310,53,UDP,32,504,467712,2,1719837317,1719837321.897
192.168.1.209,10.0.0.98,24349,60175,TCP,64,955,488960,3,1719840707,1719840708.5123
192.168.1.136,10.0.0.11,1227,53,TCP,16,303,40602,1,1719840636,1719840636.7037
192.168.1.106,10.0.0.191,8877,123,TCP,0,635,439420,1,1719838860,1719838869.7541
192.168.1.30,192.168.1.38,39271,443,TCP,32,704,331584,2,1719837639,1719837645.0135
192.168.1.241,8.8.8.4,33743,443,UDP,32,948,888276,2,1719835233,1719835237.5253
192.168.1.120,192.168.1.242,42666,443,TCP,32,418,76494,3,1719838811,1719838813.3126
192.168.1.157,10.0.0.3,43156,40413,TCP,32,121,46464,1,1719840688,1719840696.3458
192.168.1.88,10.0.0.187,40824,123,TCP,0,314,152918,1,1719836188,1719836197.1368
192.168.1.26,10.0.0.216,39495,53,UDP,16,548,208788,2,1719842068,1719842068.4733
192.168.1.126,10.0.0.223,16293,53,UDP,16,518,83398,2,1719836874,1719836876.4532
192.168.1.204,10.0.0.150,38722,14770,TCP,0,790,782890,1,1719839707,1719839710.5133
192.168.1.126,10.0.0.245,63834,443,UDP,64,518,391090,2,1719841786,1719841786.1642
192.168.1.116,192.168.1.31,12586,80,UDP,16,595,323680,2,1719838902,1719838910.0031
192.168.1.131,10.0.0.226,25169,80,TCP,16,550,201850,2,1719839626,1719839629.7468
192.168.1.171,10.0.0.195,12223,443,UDP,64,218,110744,2,1719842303,1719842310.7718
192.168.1.166,10.0.0.196,15542,80,TCP,32,114,95988,2,1719836650,1719836658.5217
192.168.1.209,10.0.0.152,27643,53,TCP,64,659,615506,3,1719837290,1719837295.7292
192.168.1.211,10.0.0.165,17835,80,TCP,32,119,45815,2,1719836294,1719836295.5461
192.168.1.23,192.168.1.207,48525,80,UDP,32,34,2686,3,1719839109,1719839115.9467
192.168.1.101,192.168.1.180,13439,443,TCP,64,476,281316,2,1719841430,1719841438.7382
192.168.1.81,10.0.0.28,54663,443,TCP,32,181,97016,3,1719837281,1719837288.4711
192.168.1.45,192.168.1.174,25334,1369,UDP,64,230,50600,1,1719836710,1719836719.81
192.168.1.103,198.51.100.9,6687,80,UDP,64,874,508668,2,1719839887,1719839889.9472
192.168.1.46,192.168.1.56,19997,123,TCP,32,397,323158,2,1719835509,1719835515.3593
192.168.1.229,10.0.0.28,6576,80,TCP,32,997,195412,2,1719840344,1719840352.7795
192.168.1.117,10.0.0.222,49429,53,TCP,16,969,478686,2,1719836647,1719836652.8447
192.168.1.33,192.168.1.32,13881,443,UDP,32,106,57346,1,1719837342,1719837347.1462
192.168.1.194,10.0.0.198,23023,53,TCP,0,241,214490,2,1719836978,1719836986.6902
192.168.1.31,10.0.0.240,60701,61040,TCP,32,136,104312,3,1719835771,1719835773.6984
192.168.1.231,10.0.0.189,14156,80,TCP,16,898,408590,2,1719836771,1719836775.2717
192.168.1.100,10.0.0.17,22064,80,UDP,32,489,355992,3,1719842147,1719842156.6727
192.168.1.100,192.168.1.158,13575,443,UDP,64,387,303408,1,1719838930,1719838937.4254
192.168.1.183,10.0.0.183,25538,63528,UDP,0,471,180864,3,1719840516,1719840519.4731
192.168.1.158,192.168.1.245,28212,80,UDP,32,825,326700,2,1719842370,1719842371.1185
192.168.1.63,10.0.0.159,34537,80,TCP,32,718,613890,3,1719841060,1719841063.0892
192.168.1.163,10.0.0.106,42536,443,TCP,32,522,430128,1,1719840918,1719840924.3213
192.168.1.137,10.0.0.64,7664,59766,UDP,16,107,68373,3,1719838170,1719838175.7543
192.168.1.145,10.0.0.237,9169,443,TCP,64,69,35466,1,1719838203,1719838208.4969
192.168.1.222,198.51.100.17,51361,53,TCP,64,391,69598,1,1719837157,1719837158.8361
192.168.1.207,10.0.0.246,21810,53,TCP,0,484,217316,1,1719841445,1719841451.2261
192.168.1.221,10.0.0.41,41489,3609,TCP,64,370,268250,1,1719838350,1719838350.6253
192.168.1.177,198.51.100.1,35830,123,TCP,64,531,330282,3,1719837322,1719837323.8324
192.168.1.26,192.168.1.249,23320,21417,TCP,32,173,164350,1,1719836511,1719836517.6649
192.168.1.101,192.168.1.178,6811,123,TCP,16,303,108474,3,1719839901,1719839906.7919
192.168.1.81,10.0.0.178,53782,443,UDP,0,128,113920,2,1719838301,1719838307.5049
192.168.1.182,10.0.0.114,48559,53,TCP,0,30,14580,1,1719835439,1719835445.8517
192.168.1.141,10.0.0.193,31935,443,ICMP,16,266,252168,3,1719839208,1719839214.5956
192.168.1.50,192.168.1.228,65394,443,TCP,64,45,24840,2,1719839090,1719839094.7897
192.168.1.49,10.0.0.156,22299,27002,TCP,32,68,16456,1,1719839864,1719839870.9027
192.168.1.16,198.51.100.38,60593,443,TCP,64,72,49392,3,1719840107,1719840113.1139
10.0.0.132,192.168.1.100,24368,445,TCP,0,2602,260200,1,1719841949,1719841963.9182
192.168.1.224,10.0.0.26,48596,443,UDP,0,756,689472,2,1719840042,1719840051.4549
192.168.1.93,10.0.0.200,6714,123,TCP,64,333,288711,2,1719840727,1719840727.153
